date,home_score,away_score,tournament,neutral,elo_home_pre,elo_away_pre,elo_diff,result,home_age_mean,home_age_std,home_value_mean,home_value_std,away_age_mean,away_age_std,away_value_mean,away_value_std,age_mean_diff,age_std_diff,value_mean_diff,value_std_diff
2022-09-25,0.0,2.0,Friendly,False,1732.7,1814.2,18.5,A,24.72,3.99,548684.21,940638.56,26.59,4.55,1270394.74,1507785.23,-1.870000000000001,-0.5599999999999996,-721710.53,-567146.6699999999
2022-09-26,3.0,3.0,UEFA Nations League,False,1978.0,2008.9,69.2,D,26.61,3.51,43148648.65,30078470.54,27.31,3.86,26888888.89,22332124.07,-0.6999999999999993,-0.3500000000000001,16259759.759999998,7746346.469999999
2022-09-27,2.0,3.0,Friendly,True,1925.3,1969.4,-44.1,A,26.26,5.49,4012121.21,3425639.3,27.26,3.51,5315384.62,6685567.63,-1.0,1.9800000000000004,-1303263.41,-3259928.33
2022-09-27,0.0,0.0,Friendly,True,1807.3,1847.3,-40.0,D,26.11,4.47,2715714.29,2411246.61,25.77,3.85,7743421.05,13301217.65,0.3399999999999998,0.6199999999999997,-5027706.76,-10889971.04
2022-09-27,0.0,0.0,Friendly,True,1748.2,1902.7,-154.5,D,27.46,3.69,870394.74,623520.76,23.72,3.77,8441666.67,10267948.38,3.740000000000002,-0.08,-7571271.93,-9644427.62
2022-09-27,2.0,1.0,UEFA Nations League,False,1982.6,1844.4,238.1,H,27.32,3.71,8772368.42,8979499.29,27.97,2.83,4161029.41,6969996.6,-0.6499999999999986,0.8799999999999999,4611339.01,2009502.6899999997
2022-09-27,0.0,1.0,UEFA Nations League,False,2079.1,2068.2,110.9,A,27.78,5.02,32058333.33,24496081.04,24.97,4.48,30045454.55,20030417.64,2.8100000000000023,0.5399999999999991,2012878.7799999977,4465663.3999999985
2022-09-27,5.0,1.0,Friendly,True,2227.6,1798.4,429.2,H,26.94,4.36,30242857.14,25369095.77,25.26,4.38,1571323.53,2350032.32,1.6799999999999995,-0.0199999999999995,28671533.61,23019063.45
2022-09-27,0.0,2.0,Friendly,True,1901.6,1994.3,-92.7,A,25.02,4.42,4973717.95,13205320.11,26.81,4.6,11986111.11,14171061.14,-1.7899999999999991,-0.1799999999999997,-7012393.159999999,-965741.0300000012
2022-09-27,0.0,0.0,Kirin Challenge Cup,True,1909.8,1905.0,4.9,D,24.0,4.76,2385714.29,3242454.35,26.26,4.12,2947435.9,5334153.97,-2.2600000000000016,0.6399999999999997,-561721.6099999999,-2091699.6199999996
2022-09-27,1.0,1.0,Friendly,True,1920.0,1809.7,110.2,D,26.74,3.7,765789.47,598556.96,25.68,3.69,9987179.49,15083956.15,1.0599999999999987,0.0100000000000002,-9221390.02,-14485399.19
2022-11-07,2.0,1.0,Friendly,True,1767.1,1786.0,-18.9,H,26.74,3.71,461428.57,685105.38,25.34,4.34,336842.11,575792.84,1.3999999999999986,-0.6299999999999999,124586.46000000002,109312.54000000004
2022-11-09,4.0,0.0,Friendly,True,1916.6,1692.9,223.7,H,26.26,5.49,4012121.21,3425639.3,26.45,3.77,404032.26,259271.37,-0.1899999999999977,1.7200000000000002,3608088.95,3166367.9299999997
2022-11-10,1.0,1.0,Friendly,True,1756.1,1775.4,-19.4,D,27.46,3.69,870394.74,623520.76,25.34,4.34,336842.11,575792.84,2.120000000000001,-0.6499999999999999,533552.63,47727.92000000004
2022-11-12,0.0,0.0,Friendly,True,1684.8,1909.6,-224.8,D,26.45,3.77,404032.26,259271.37,24.0,4.76,2385714.29,3242454.35,2.4499999999999993,-0.9899999999999998,-1981682.03,-2983182.98
2022-11-16,2.0,1.0,Friendly,False,1740.0,1807.1,33.0,H,25.52,3.8,8481875.0,8472960.65,27.41,4.35,7902027.03,9569465.76,-1.8900000000000008,-0.5499999999999998,579847.9699999997,-1096505.1099999994
2022-11-16,0.0,1.0,Friendly,False,1756.6,1968.4,-111.8,A,27.46,3.69,870394.74,623520.76,26.18,4.0,11381818.18,10516983.51,1.2800000000000011,-0.31,-10511423.44,-9893462.75
2022-11-16,1.0,2.0,Friendly,True,1924.7,1783.5,141.2,A,26.26,5.49,4012121.21,3425639.3,28.03,4.04,4819736.84,8749402.53,-1.7699999999999996,1.4500000000000002,-807615.6299999999,-5323763.2299999995
2022-11-16,0.0,2.0,Friendly,True,1917.6,1795.5,122.1,A,26.74,3.7,765789.47,598556.96,25.26,4.38,1571323.53,2350032.32,1.4799999999999969,-0.6799999999999997,-805534.06,-1751475.36
2022-11-17,0.0,2.0,Friendly,True,1990.7,1652.0,338.6,A,27.32,3.71,8772368.42,8979499.29,24.2,3.51,4960625.0,8007570.42,3.120000000000001,0.2000000000000001,3811743.42,971928.8699999992
2022-11-17,1.0,3.0,Friendly,False,1704.0,2094.4,-290.4,A,26.67,4.1,280441.18,215261.02,24.97,4.48,30045454.55,20030417.64,1.7000000000000028,-0.3800000000000008,-29765013.37,-19815156.62
2022-11-17,1.0,2.0,Friendly,True,1905.2,1886.2,19.0,A,26.26,4.12,2947435.9,5334153.97,25.02,4.42,4973717.95,13205320.11,1.240000000000002,-0.2999999999999998,-2026282.0500000005,-7871166.14
2022-11-18,2.0,1.0,Friendly,True,1746.8,2081.6,-334.9,H,26.98,3.64,1478205.13,2045940.16,27.95,4.38,14484210.53,14562452.19,-0.9699999999999988,-0.7399999999999998,-13006005.4,-12516512.03
2022-11-19,2.0,1.0,Friendly,False,1749.1,1837.6,11.5,H,25.52,3.8,8481875.0,8472960.65,27.97,2.83,4161029.41,6969996.6,-2.4499999999999993,0.9699999999999998,4320845.59,1502964.0500000007
2022-11-19,2.0,0.0,Friendly,False,1797.3,1822.5,74.9,H,28.03,4.04,4819736.84,8749402.53,26.82,4.01,5271794.87,8934396.19,1.2100000000000009,0.0300000000000002,-452058.03000000026,-184993.66000000015
